15.8574	13.4153
10.1389	12.9552
12.6127	2.20528
9.88423	18.6512
8.39999	8.19671
10.1722	40.5874
8.66467	8.85886
11.0042	35.6013
10.9355	33.5414
14.9022	43.059
10.713	50.6837
13.0373	4.96626
11.0595	31.4197
8.57035	41.9269
8.75782	34.3436
11.9151	29.9622
11.6817	50.4518
12.0359	38.8277
8.52054	29.5814
14.1587	42.8598
8.6155	36.3883
10.8818	20.5825
10.1519	15.8763
11.9959	12.6479
14.1453	18.4414
13.1903	20.7881
12.4721	18.4113
9.29648	39.7453
9.31969	34.2733
14.9819	56.5371
9.94455	16.0551
15.6268	16.8702
10.1856	37.5897
8.5097	21.321
9.58332	34.4009
15.7843	20.2427
8.22939	6.47386
14.1445	7.30409
10.7904	23.5225
11.6568	7.44636
12.2743	7.59603
9.82996	36.9238
14.2199	52.3489
9.39791	1.99169
9.37559	38.8857
9.04035	26.7602
11.87	41.2216
12.3078	39.4168
8.71774	14.2266
9.38947	45.1485
11.7883	21.4706
12.3801	7.98331
15.2903	42.9704
14.9907	0.217353
9.87513	19.0081
8.89013	1.76608
14.8095	55.0539
12.1896	51.7967
12.7802	19.0856
13.7982	11.9855
10.496	49.4618
11.9555	3.22888
9.57595	34.7466
12.0322	5.30412
8.76511	18.4843
10.051	50.0372
14.7422	35.5806
8.62942	53.5803
9.72051	50.7625
9.71471	28.7749
14.7567	25.4945
12.7537	26.2204
10.0095	32.4733
11.083	44.7067
10.3087	59.7904
11.5209	6.09718
8.63356	17.2857
11.9391	14.856
14.3714	18.3447
10.912	49.229
15.9657	19.0738
11.7847	5.28733
10.4023	9.27142
11.8181	0.662928
12.5438	44.6699
10.6393	55.6034
8.10424	31.7425
10.5762	58.5284
15.5369	11.5546
12.4714	26.2303
12.9473	1.84711
15.6353	22.4267
9.60198	46.8371
13.3692	11.28
14.6313	26.856
13.483	16.1643
13.1778	8.82427
15.7269	24.446
15.3673	31.4935
13.4393	31.4436
15.9567	15.5701
14.5033	17.1273
10.3034	22.8031
15.5321	7.76434
11.0399	50.3693
11.6358	42.0314
9.6039	4.21169
12.1205	17.5976
15.1054	51.7764
15.4864	35.7817
13.4699	46.5554
12.1023	51.3154
12.2397	47.3907
12.5225	47.4238
10.4868	4.90981
10.0966	10.4322
13.5935	40.162
11.709	19.0388
10.0267	24.8297
15.2148	19.0534
11.9058	52.8187
10.498	15.8219
15.1305	45.5383
11.8504	21.6955
13.3213	33.2344
8.26146	52.7759
10.7532	29.6905
12.2108	41.2317
8.95652	35.0088
9.41583	52.8226
15.2568	38.029
11.4828	9.73787
10.2814	14.9868
13.6173	11.5145
10.2362	27.1895
11.0846	42.9251
8.42141	3.17975
11.0531	30.3801
13.6728	0.906253
8.80561	0.549388
13.5995	31.3769
9.10405	59.6175
11.5069	53.8634
11.0461	15.7786
10.2874	29.8922
15.8218	33.3611
11.2361	6.14686
13.9167	29.8763
12.5915	35.5803
